1763553909,398737029,imu1_frame,1763553909,398737029,imu1_frame,0.02822192541304798,-0.057441691021991155,-0.35361711073100477,0.9331982179884243,0.0,0.0,0.0,4e-322,0.0,0.0,0.0,0.0,0.0,-0.000398,-0.003449,-0.000442,0.0,0.0,0.0,2.4e-322,1.59544445e-315,1.58851346e-315,0.0,0.0,2.37e-322,-1.332,-0.125,-10.367,0.0,0.0,0.0,2.4e-322,1.591734137e-315,1.57814765e-315,5.311261e-317,5.311261e-317,2.37e-322,1763553909,398737029,imu1_frame,-1.057e-05,-1.457e-05,4.661e-05,0.0,0.0,0.0,1.63e-322,0.0,0.0,0.0,2.4e-322,1.59544445e-315,$VNYMR,-041.462,-007.306,+000.696,-00.1057,-00.1457,+00.4661,-01.332,-00.125,-10.367,-00.000398,-00.003449,-00.000442*6D

1763553909,424199293,imu1_frame,1763553909,424199293,imu1_frame,0.02823364998803381,-0.05744650482611934,-0.3536256083772967,0.9331943469564112,0.0,0.0,0.0,1.63e-322,0.0,0.0,0.0,2.4e-322,1.59544445e-315,-0.000363,0.000453,-0.000419,0.0,0.0,0.0,2.4e-322,1.59544445e-315,1.58851346e-315,0.0,0.0,2.37e-322,-1.309,-0.105,-10.389,0.0,0.0,0.0,2.4e-322,1.591734137e-315,1.57814765e-315,5.311261e-317,5.311261e-317,2.37e-322,1763553909,424199293,imu1_frame,-1.031e-05,-1.4979999999999999e-05,4.678e-05,0.0,0.0,0.0,4e-322,0.0,0.0,0.0,0.0,0.0,$VNYMR,-041.463,-007.307,+000.697,-00.1031,-00.1498,+00.4678,-01.309,-00.105,-10.389,-00.000363,+00.000453,-00.000419*69

1763553909,450768394,imu1_frame,1763553909,450768394,imu1_frame,0.028224002293558807,-0.05745032971186469,-0.35360067595,0.9332038508698056,0.0,0.0,0.0,4e-322,0.0,0.0,0.0,0.0,0.0,-0.000886,0.000387,-0.000357,0.0,0.0,0.0,2.4e-322,1.59544445e-315,1.58851346e-315,0.0,0.0,2.37e-322,-1.337,-0.137,-10.385,0.0,0.0,0.0,2.4e-322,1.591734137e-315,1.57814765e-315,5.311261e-317,5.311261e-317,2.37e-322,1763553909,450768394,imu1_frame,-1.045e-05,-1.525e-05,4.707e-05,0.0,0.0,0.0,1.63e-322,0.0,0.0,0.0,2.4e-322,1.59544445e-315,$VNYMR,-041.460,-007.307,+000.696,-00.1045,-00.1525,+00.4707,-01.337,-00.137,-10.385,-00.000886,+00.000387,-00.000357*65

1763553909,474052732,imu1_frame,1763553909,474052732,imu1_frame,0.02821378172123465,-0.057444776911240725,-0.35361660944422185,0.9331984642356506,0.0,0.0,0.0,1.63e-322,0.0,0.0,0.0,2.4e-322,1.59544445e-315,-0.000364,0.000238,-0.002326,0.0,0.0,0.0,2.4e-322,1.59544445e-315,1.58851346e-315,0.0,0.0,2.37e-322,-1.314,-0.132,-10.343,0.0,0.0,0.0,2.4e-322,1.591734137e-315,1.57814765e-315,5.311261e-317,5.311261e-317,2.37e-322,1763553909,474052732,imu1_frame,-1.017e-05,-1.431e-05,4.574e-05,0.0,0.0,0.0,4e-322,0.0,0.0,0.0,0.0,0.0,$VNYMR,-041.462,-007.306,+000.695,-00.1017,-00.1431,+00.4574,-01.314,-00.132,-10.343,-00.000364,+00.000238,-00.002326*68

1763553909,499699816,imu1_frame,1763553909,499699816,imu1_frame,0.02821884583727691,-0.057433544938261485,-0.35361725805914723,0.9331987566741434,0.0,0.0,0.0,4e-322,0.0,0.0,0.0,0.0,0.0,0.000448,0.001026,-5e-06,0.0,0.0,0.0,2.4e-322,1.59544445e-315,1.58851346e-315,0.0,0.0,2.37e-322,-1.323,-0.111,-10.356,0.0,0.0,0.0,2.4e-322,1.591734137e-315,1.57814765e-315,5.311261e-317,5.311261e-317,2.37e-322,1763553909,499699816,imu1_frame,-9.92e-06,-1.499e-05,4.739e-05,0.0,0.0,0.0,1.63e-322,0.0,0.0,0.0,2.4e-322,1.59544445e-315,$VNYMR,-041.462,-007.305,+000.696,-00.0992,-00.1499,+00.4739,-01.323,-00.111,-10.356,+00.000448,+00.001026,-00.000005*66

